GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24
ENSMUSG00000092412	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	2	6
ENSMUSG00000032739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0
ENSMUSG00000059208	89	84	105	177	420	114	95	44	146	41	359	343	637	20	143	560	174	249	44	206	68	503	492	1025
ENSMUSG00000079557	23	21	34	45	47	64	19	6	38	17	46	134	91	8	47	61	53	63	18	56	24	52	200	200
ENSMUSG00000077450	54	50	41	131	170	127	43	21	61	41	150	159	218	11	102	210	208	141	24	116	74	315	297	633
ENSMUSG00000090952	1	3	1	1	2	15	2	1	11	2	10	29	7	3	1	4	11	16	5	5	6	23	28	34
ENSMUSG00000002289	60	221	182	7	20	121	68	143	89	10	285	1565	162	87	5	10	182	272	109	213	39	598	2759	307
ENSMUSG00000092602	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000042099	5	3	6	26	5	60	9	3	126	2	99	198	28	1	25	14	89	53	3	151	20	176	317	91
ENSMUSG00000067288	50	61	37	64	184	57	29	30	145	16	366	159	260	24	54	214	119	122	33	179	44	285	283	575
ENSMUSG00000041881	155	173	174	136	252	427	128	93	208	85	475	460	271	65	123	278	737	336	110	241	168	470	577	573
ENSMUSG00000002308	10	6	11	28	29	44	28	6	12	8	84	95	26	2	30	40	54	70	5	21	16	97	187	55
ENSMUSG00000079553	0	0	0	1	5	0	0	0	2	0	0	2	9	0	2	0	3	2	0	2	0	1	2	6
ENSMUSG00000092349	0	0	0	1	0	0	0	0	4	0	0	1	1	0	1	0	0	1	0	0	1	5	1	2
ENSMUSG00000092564	6	1	0	2	3	1	1	1	2	0	6	19	12	2	4	1	4	11	0	7	0	7	24	9
ENSMUSG00000002307	19	9	19	28	22	21	7	11	20	3	56	73	58	4	24	42	16	36	10	42	19	87	177	102
ENSMUSG00000024308	190	177	140	61	622	164	93	93	271	28	483	1113	269	40	66	785	220	278	109	580	42	596	1424	680
ENSMUSG00000051390	0	1	3	7	10	2	3	1	5	4	17	20	13	1	3	25	2	8	1	15	3	21	6	44
ENSMUSG00000041354	2	3	4	12	8	14	2	7	40	6	76	71	54	0	17	30	21	33	9	62	7	67	113	120
ENSMUSG00000024309	9	13	14	32	32	29	6	13	33	13	71	39	45	4	40	41	45	38	15	35	26	79	61	86
ENSMUSG00000024312	20	11	18	9	13	4	7	15	13	5	65	32	45	4	11	13	15	25	9	19	6	61	36	63
ENSMUSG00000067370	1	0	1	3	7	3	6	1	3	0	16	11	14	0	6	10	3	5	0	13	4	18	16	6
ENSMUSG00000008668	97	110	104	67	204	91	47	56	197	21	552	211	347	32	55	190	113	167	72	212	44	447	331	707
ENSMUSG00000024319	16	29	26	98	56	71	19	11	49	13	98	97	87	4	88	68	76	74	16	74	55	104	140	153
ENSMUSG00000067203	11	1	9	0	16	2	2	3	8	0	5	13	19	0	2	16	3	0	2	17	3	7	14	20
ENSMUSG00000061232	1781	2143	1671	86	2831	327	253	1129	1132	25	1484	3634	2921	462	68	3909	474	786	1047	3292	109	2119	5988	7818
ENSMUSG00000024325	7	4	15	18	10	7	7	2	17	1	23	44	19	0	11	19	12	32	7	36	17	40	39	60
ENSMUSG00000073422	2	1	0	1	1	0	0	0	0	1	0	1	3	0	1	0	4	1	1	0	2	2	3	1
ENSMUSG00000092595	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000024327	6	3	6	10	4	7	3	5	11	4	20	13	5	2	7	7	4	9	1	15	2	18	17	8
ENSMUSG00000039656	6	11	24	14	30	9	9	11	15	12	33	17	29	7	14	33	13	26	13	23	6	24	30	40
ENSMUSG00000024330	0	0	0	6	0	2	0	0	0	0	4	2	4	0	6	0	1	1	1	1	3	2	7	6
ENSMUSG00000024334	1	1	1	1	1	0	0	1	3	0	6	2	0	0	0	4	0	3	1	39	0	2	12	1
ENSMUSG00000024335	86	150	94	196	178	65	74	42	165	15	359	298	284	23	171	230	85	254	47	203	40	395	286	502
ENSMUSG00000037649	7	1	2	21	5	13	16	4	72	1	64	69	36	0	13	17	15	50	9	215	2	51	123	45
ENSMUSG00000037548	3	0	0	0	2	2	0	2	19	0	6	9	15	0	0	18	0	15	1	124	1	5	55	26
ENSMUSG00000079547	1	4	3	4	2	9	14	1	46	2	51	49	37	1	2	14	9	28	5	144	0	47	175	73
ENSMUSG00000037321	21	26	27	8	21	15	8	9	67	2	67	62	119	5	6	32	29	28	25	148	5	71	178	313
ENSMUSG00000024338	32	30	22	8	31	20	14	11	57	3	132	149	62	4	4	48	34	35	13	230	6	128	222	162
ENSMUSG00000092550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000024339	17	18	19	23	30	33	12	11	72	1	69	103	39	3	11	46	25	33	10	165	3	68	142	126
ENSMUSG00000081512	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	2	2
ENSMUSG00000041538	0	1	0	1	6	18	3	1	14	0	9	32	8	0	0	24	3	16	2	78	1	10	68	19
ENSMUSG00000092222	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000073421	67	36	51	7	101	117	122	63	550	14	872	864	558	9	9	172	158	504	63	2239	35	790	1698	717
ENSMUSG00000036594	55	42	36	8	82	134	134	35	451	7	744	966	540	12	5	153	192	382	40	1722	26	718	1958	938
ENSMUSG00000092415	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000060586	31	34	28	6	49	86	97	25	313	4	478	645	277	5	3	115	95	326	30	1264	35	480	1274	486
ENSMUSG00000067341	0	0	0	2	8	2	7	0	5	0	1	41	2	0	0	35	0	2	0	52	0	0	61	1
ENSMUSG00000079538	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024340	0	0	0	0	3	0	0	0	0	0	8	2	5	0	1	5	1	0	0	5	0	4	3	0
ENSMUSG00000062638	0	0	0	0	112	0	0	0	0	0	0	1	2	0	0	155	0	0	0	0	0	0	0	2
ENSMUSG00000082103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000057246	0	0	0	1	0	0	0	0	4	0	1	2	4	0	3	0	0	0	0	1	0	0	5	1
ENSMUSG00000058435	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	54	0	0	0	0	0	1	1	0
ENSMUSG00000073420	0	0	0	0	182	0	0	0	0	0	0	4	3	0	0	263	0	0	0	0	0	0	1	1
ENSMUSG00000083020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000092618	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0
ENSMUSG00000061728	1	0	0	1	4	0	0	0	0	2	0	0	8	0	0	9	0	0	1	2	3	0	0	6
ENSMUSG00000015468	1	1	1	4	7	8	4	0	10	1	6	30	7	0	0	2	8	9	2	20	5	19	47	16
ENSMUSG00000092406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000034786	0	2	0	3	1	4	0	0	5	0	13	15	4	0	0	0	3	8	3	19	1	16	22	11
ENSMUSG00000034673	1	4	3	13	48	3	8	1	13	1	18	26	45	2	8	70	1	16	0	18	1	22	44	75
ENSMUSG00000015452	1	0	0	1	0	1	2	0	2125	0	2	0	2	1	0	4	1	2	0	3102	0	4	1	44
ENSMUSG00000015478	41	43	45	58	64	27	37	23	20	12	72	59	32	8	38	82	40	106	23	50	13	96	65	47
ENSMUSG00000034254	4	0	4	81	106	49	30	2	46	19	98	109	60	0	85	117	45	84	5	43	42	80	128	91
ENSMUSG00000015467	0	0	1	0	0	3	0	0	0	0	2	5	3	0	1	1	0	2	0	6	1	3	0	9
ENSMUSG00000015474	22	18	14	20	18	26	14	14	23	7	43	41	42	6	17	21	33	57	16	23	15	62	73	77
ENSMUSG00000015476	0	1	0	74	3	0	0	0	1	1	4	0	1	0	58	2	1	1	0	4	0	6	6	3
ENSMUSG00000033739	3	1	5	4	3	9	2	2	11	2	11	10	11	0	6	5	10	11	7	10	3	19	46	18
ENSMUSG00000015461	13	12	12	55	42	9	14	5	39	1	94	70	29	3	51	48	20	62	9	58	3	87	93	62
ENSMUSG00000033327	5	9	6	2	26	24	6	4	31	4	22	171	87	0	1	49	26	13	5	37	16	158	161	142
ENSMUSG00000092471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000073418	705	589	664	57	12	13	0	400	49	1	61	1795	167	143	63	17	32	14	504	439	14	137	791	174
ENSMUSG00000092200	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024365	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000015451	11	6	12	0	0	0	0	2	0	0	0	3	1	2	1	1	0	1	3	1	0	0	0	0
ENSMUSG00000061207	5	6	8	12	26	13	5	5	25	2	24	27	39	4	8	24	7	11	0	24	5	42	38	66
ENSMUSG00000040482	17	21	18	20	25	7	8	8	16	3	36	41	20	4	21	36	13	41	13	34	9	45	39	49
ENSMUSG00000040356	56	72	62	87	88	50	35	41	76	13	127	161	79	9	58	105	26	104	51	111	43	127	225	198
ENSMUSG00000024369	24	16	22	28	37	18	12	15	30	5	75	82	29	9	18	53	26	51	28	42	11	70	107	44
ENSMUSG00000090231	8	11	12	0	4	0	6	3	0	0	0	9	1	1	0	1	0	21	3	1	0	2	7	1
ENSMUSG00000024371	30	23	34	0	3	2	7	9	3	0	35	191	14	6	0	0	1	29	20	33	1	138	70	38
ENSMUSG00000049823	0	0	0	1	2	0	0	0	1	0	3	0	4	0	0	2	0	3	0	0	0	1	1	0
ENSMUSG00000013787	5	12	9	50	44	12	7	14	27	4	80	53	67	4	33	65	12	34	5	38	9	75	65	75
ENSMUSG00000007034	1	0	1	1	866	2	52	0	44	0	0	0	18	0	1	1081	1	207	0	56	1	1	0	0
ENSMUSG00000007038	50	46	56	103	397	38	159	27	39	8	107	104	38	14	69	467	44	623	44	60	21	108	173	70
ENSMUSG00000092203	4	12	4	7	87	8	4	3	7	2	37	33	63	0	19	120	9	23	5	7	1	36	40	82
ENSMUSG00000092557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000090877	19	3	4	3	112	10	12	1	18	1	1	33	735	0	2	114	4	33	0	2	0	8	32	1863
ENSMUSG00000091971	0	0	3	12	34	5	17	1	26	3	15	13	166	0	10	29	3	30	0	6	1	7	5	355
ENSMUSG00000007033	0	0	3	2	0	0	0	0	2	4	0	0	12	0	1	0	8	0	0	0	2	1	0	19
ENSMUSG00000073415	0	0	0	4	1	0	0	0	0	0	2	2	6	2	3	0	5	2	1	0	2	1	3	2
ENSMUSG00000007050	24	25	19	19	34	28	11	6	20	6	50	28	45	2	13	28	14	26	7	27	15	70	51	72
ENSMUSG00000091747	5	3	2	3	168	12	8	5	66	2	57	57	112	1	5	197	16	50	0	173	3	50	97	107
ENSMUSG00000007029	16	16	20	41	57	53	11	19	65	18	98	82	84	6	49	52	47	64	19	133	55	103	138	124
ENSMUSG00000007030	1	0	0	4	2	14	0	0	4	5	0	2	14	0	3	0	14	0	0	3	18	0	0	27
ENSMUSG00000036185	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	4
ENSMUSG00000007035	0	1	0	0	10	0	0	0	4	0	3	1	5	0	1	4	0	1	0	3	0	3	0	8
ENSMUSG00000007041	20	21	13	26	303	64	52	18	257	2	435	170	239	5	17	441	87	211	14	363	8	499	331	554
ENSMUSG00000007039	5	1	1	12	21	24	8	3	58	0	141	78	66	0	15	18	37	28	1	78	11	73	73	68
ENSMUSG00000073414	1	0	0	0	7	2	0	0	11	0	1	0	5	0	0	3	0	1	0	13	0	1	4	20
ENSMUSG00000092586	0	0	0	0	4	0	0	0	77	0	0	0	306	0	0	4	0	0	0	2	0	0	1	821
ENSMUSG00000073413	0	1	0	0	10	1	0	0	6	0	1	2	5	0	0	3	0	1	1	5	0	2	0	3
ENSMUSG00000013766	0	0	0	8	53	1	0	0	31	0	1	0	96	0	11	38	0	2	0	1	0	1	0	315
ENSMUSG00000034923	0	0	0	1	3	3	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	4
ENSMUSG00000007036	48	47	53	137	84	104	63	33	125	67	149	260	160	13	127	136	100	181	37	190	110	211	317	308
ENSMUSG00000034482	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043807	1	0	0	0	0	0	0	0	1	0	5	0	3	0	0	2	0	1	0	2	0	1	0	8
ENSMUSG00000024387	65	66	71	103	120	80	49	39	86	35	193	118	195	17	65	115	116	144	38	93	79	193	208	461
ENSMUSG00000092417	6	7	3	27	21	13	6	3	18	8	18	21	33	0	14	34	11	26	2	25	11	25	25	59
ENSMUSG00000092241	0	0	0	0	1	5	1	0	0	0	0	0	3	0	0	2	7	2	1	0	0	3	2	4
ENSMUSG00000043311	8	8	2	15	36	14	11	6	21	5	42	25	27	1	10	50	15	14	6	22	7	46	25	35
ENSMUSG00000024391	362	284	227	0	0	0	73	200	0	1	0	0	0	110	0	0	1	140	215	2	0	0	0	1
ENSMUSG00000024392	43	33	46	139	88	96	41	23	107	60	221	181	169	7	138	95	125	130	34	101	106	313	249	313
ENSMUSG00000024393	20	17	26	97	65	46	25	24	70	17	150	109	123	7	71	71	42	69	16	83	24	170	135	167
ENSMUSG00000064853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000090936	1	0	1	0	0	0	0	1	0	1	3	2	1	0	0	1	1	1	0	2	1	3	5	0
ENSMUSG00000024397	4	5	1	10	0	4	1	1	3	1	64	18	5	1	6	4	8	9	9	34	0	44	70	10
ENSMUSG00000086076	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073412	1	1	3	3	0	2	0	0	10	0	16	7	4	0	2	1	4	3	3	24	0	33	25	6
ENSMUSG00000024399	1	1	0	1	7	3	0	0	21	0	30	4	2	0	2	9	1	4	0	109	1	21	23	3
ENSMUSG00000024401	0	1	0	0	0	2	0	0	2	0	4	1	1	0	0	7	0	1	0	1	0	4	6	2
ENSMUSG00000024402	0	0	0	1	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	5	0	1	1	2
ENSMUSG00000042419	1	3	2	4	6	3	0	0	7	2	7	9	7	0	1	13	3	5	1	7	2	28	9	18
ENSMUSG00000081650	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	1	3
ENSMUSG00000024403	4	5	2	808	4	5	4	1	5	0	14	7	6	1	598	10	4	13	1	7	3	24	15	7
ENSMUSG00000019432	39	50	43	116	98	76	21	20	102	31	274	206	191	9	104	139	87	108	21	132	73	249	315	287
ENSMUSG00000065273	1	0	0	0	2	0	2	0	0	0	1	2	2	0	1	6	0	3	0	0	0	2	2	8
ENSMUSG00000073411	786	788	827	182	1729	524	248	639	1860	49	3324	5603	1727	240	152	2073	604	838	654	4570	146	2663	8593	3744
ENSMUSG00000092444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000079507	58	45	25	5	83	0	0	11	3	1	1	2	0	1	2	203	0	0	8	4	0	0	3	3
ENSMUSG00000091705	8	3	1	7	636	0	1	1	14	0	0	6	17	0	5	973	0	22	0	29	0	5	1	5
ENSMUSG00000079505	2	5	0	0	6	2	0	0	12	0	11	11	6	0	0	10	5	3	1	17	0	18	8	17
ENSMUSG00000035929	3	0	0	1	10	1	1	3	9	1	7	28	24	1	3	7	1	4	3	28	2	2	16	48
ENSMUSG00000055413	8	3	2	0	0	5	1	1	9	0	6	17	11	1	0	6	12	4	1	32	3	17	24	56
ENSMUSG00000073409	20	26	26	3	14	32	38	23	115	0	52	111	145	8	4	16	60	92	24	319	9	125	274	529
ENSMUSG00000060550	56	59	50	3	9	20	17	37	93	6	89	125	196	12	3	15	61	70	40	401	9	132	279	694
ENSMUSG00000092278	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1
ENSMUSG00000067235	2666	3119	2883	0	7	7	2	1296	19	0	13	48	12	503	0	6	9	15	1375	46	2	25	88	63
ENSMUSG00000092215	254	296	163	10	69	57	35	72	23	0	136	874	355	31	3	102	96	75	42	104	3	750	879	694
ENSMUSG00000024406	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	2	0	0	1	0	6	0	0
ENSMUSG00000050410	1	3	0	8	15	5	0	0	12	0	21	16	25	2	3	8	2	9	0	15	0	10	29	26
ENSMUSG00000040312	3	1	0	3	9	2	3	0	7	0	13	18	14	0	3	10	2	6	0	11	1	16	17	29
ENSMUSG00000024409	0	0	0	0	0	0	0	0	2	0	0	0	16	0	0	1	0	0	0	0	0	0	0	35
ENSMUSG00000039518	0	0	0	1	5	1	1	0	54	0	0	230	394	0	1	12	1	1	0	9	3	5	225	929
ENSMUSG00000039269	0	0	0	0	0	0	0	0	56	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000090509	0	0	0	0	0	0	0	0	46	0	0	1	2	0	0	1	0	0	0	67	0	2	0	4
ENSMUSG00000073408	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000038838	13	10	11	27	16	16	11	7	25	4	23	41	24	2	11	21	24	39	9	30	14	35	39	42
ENSMUSG00000001524	19	22	16	22	22	23	4	4	11	8	34	28	34	4	17	19	23	19	10	16	18	34	36	62
ENSMUSG00000003534	5	2	3	119	219	40	72	6	88	5	61	73	263	1	77	252	24	223	4	71	11	71	75	731
ENSMUSG00000065774	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	1
ENSMUSG00000092600	0	0	0	1	0	0	0	1	2	1	1	1	4	0	1	4	0	0	1	0	0	1	0	5
ENSMUSG00000092171	0	0	0	0	1	1	0	0	0	2	2	0	2	0	0	0	3	0	0	0	0	1	0	5
ENSMUSG00000003541	5	3	9	24	34	49	57	1	158	2	31	41	55	0	11	59	65	176	2	225	9	259	30	149
ENSMUSG00000059714	24	21	27	112	46	189	16	12	102	33	139	218	120	3	90	76	252	69	10	117	57	170	383	223
ENSMUSG00000001525	92	64	54	630	310	135	59	37	264	12	1229	439	663	23	496	315	146	153	41	506	33	1279	733	608
ENSMUSG00000061607	9	5	10	20	55	15	10	0	15	3	20	33	80	2	17	31	12	30	4	32	3	29	56	87
ENSMUSG00000087443	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000059791	2	1	0	4	7	8	1	0	20	1	14	10	24	0	1	10	7	5	3	22	3	21	19	33
ENSMUSG00000034595	1	5	3	3	18	14	4	0	30	2	76	93	43	1	10	22	16	8	3	73	3	69	159	62
ENSMUSG00000024422	19	21	22	21	32	17	11	15	31	3	46	57	62	11	15	48	21	69	18	52	15	64	55	89
ENSMUSG00000050705	21	30	13	62	69	116	45	17	29	30	41	40	80	10	64	100	146	123	11	49	72	43	48	136
ENSMUSG00000084998	0	1	0	0	2	0	1	0	1	0	4	1	5	0	0	1	2	2	0	1	0	6	5	6
ENSMUSG00000024426	23	10	19	66	10	7	4	9	19	2	85	49	35	5	56	18	15	29	14	26	2	94	34	46
ENSMUSG00000024436	19	12	24	20	6	12	6	13	8	6	35	30	28	2	10	14	28	19	10	15	32	35	41	45
ENSMUSG00000039220	34	59	63	56	153	41	37	20	47	6	133	89	109	17	61	133	40	89	18	58	7	257	129	125
ENSMUSG00000092284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000038762	38	48	44	64	68	72	16	20	63	36	124	98	117	10	58	90	106	96	22	60	72	129	153	255
ENSMUSG00000077931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000038500	6	3	6	38	6	1	12	1	8	1	45	34	29	3	15	7	12	18	2	6	1	48	21	39
ENSMUSG00000024429	5	9	12	93	39	16	10	8	35	11	80	43	51	3	66	58	30	42	9	47	20	84	53	82
ENSMUSG00000092604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000078821	1	0	4	18	12	2	2	2	1	0	11	30	10	0	15	9	16	21	2	5	1	41	23	61
ENSMUSG00000053835	3	0	5	6	3	7	0	0	16	0	17	12	20	0	11	12	16	11	0	27	5	34	31	20
ENSMUSG00000092126	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000067212	165	139	163	10	189	23	48	99	91	5	179	172	87	42	10	285	40	143	110	224	4	294	259	181
ENSMUSG00000056116	47	34	49	11	37	13	18	30	25	3	64	137	58	4	16	48	14	77	33	76	7	77	193	199
ENSMUSG00000079492	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5
ENSMUSG00000073406	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	3	0	0	0	0	3	3
ENSMUSG00000073405	1	1	0	5	1	1	4	0	0	0	3	0	3	0	0	12	3	14	2	11	0	0	5	16
ENSMUSG00000079491	1	2	0	0	0	0	2	2	0	0	4	11	9	0	0	12	2	0	1	5	1	3	13	16
ENSMUSG00000092277	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	3	1	1
ENSMUSG00000073980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
ENSMUSG00000092630	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2
ENSMUSG00000073403	0	2	0	0	2	0	1	0	4	0	1	3	2	0	3	5	2	2	0	4	0	7	6	10
ENSMUSG00000092289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000073402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000092474	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092374	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000054128	0	0	0	0	11	0	0	0	0	0	2	1	1	0	0	34	0	0	0	0	0	2	0	0
ENSMUSG00000092240	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092457	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000092392	1	1	0	7	4	0	0	0	0	1	3	0	2	0	1	10	1	2	0	1	0	6	4	11
ENSMUSG00000024446	7	12	7	10	39	34	10	10	34	10	62	24	41	4	19	31	40	41	7	36	13	56	51	55
ENSMUSG00000045409	16	9	17	32	29	6	27	7	19	9	30	59	48	4	20	46	12	38	7	23	16	57	61	93
ENSMUSG00000024448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092606	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067201	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	1	0	3	14	26
ENSMUSG00000092298	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037246	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024457	26	27	37	28	103	26	31	16	49	7	148	72	82	8	26	95	27	61	25	78	22	235	125	217
ENSMUSG00000065651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4
ENSMUSG00000050747	0	0	0	0	3	0	0	0	1	0	0	0	3	0	1	16	0	1	0	4	0	1	0	1
ENSMUSG00000073400	1	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	7	4	0	6	0	0	1	0
ENSMUSG00000073399	0	0	0	1	37	0	0	0	0	0	0	0	2	0	0	37	0	0	0	0	0	2	0	2
ENSMUSG00000058063	0	0	0	0	201	0	0	0	0	0	0	0	6	0	0	241	0	0	0	0	2	0	0	2
ENSMUSG00000092239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000036492	7	5	4	0	10	2	1	1	30	1	2	5	55	0	5	22	0	1	2	26	0	0	1	134
ENSMUSG00000036398	25	23	21	104	81	65	25	15	79	6	74	68	128	6	86	94	111	66	25	92	22	137	83	347
ENSMUSG00000036315	8	11	10	20	24	16	6	8	24	4	49	35	36	7	19	40	18	23	6	27	10	60	42	79
ENSMUSG00000036214	13	41	18	10	29	39	7	10	7	10	15	53	60	5	5	35	81	16	4	12	19	36	62	174
ENSMUSG00000083534	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1
ENSMUSG00000064308	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	3	0	0	0	3	0	0	0
ENSMUSG00000024459	0	0	0	0	0	0	0	0	3	0	9	1	7	0	1	0	0	1	0	3	0	4	1	47
ENSMUSG00000092860	0	0	0	1	0	1	0	0	1	0	2	2	7	0	0	1	1	4	0	3	0	1	6	12
ENSMUSG00000036036	3	0	0	5	9	2	3	0	8	0	22	13	9	0	8	5	0	9	0	22	0	110	18	12
ENSMUSG00000076439	0	0	0	200	0	0	0	0	0	0	0	0	1	0	106	0	0	0	0	0	0	0	1	0
ENSMUSG00000088819	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024462	4	0	1	790	47	23	6	0	20	1	23	41	84	0	589	50	5	20	1	23	7	96	45	148
ENSMUSG00000067192	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000091601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000092270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000035186	0	0	0	0	4	2	1	0	2	0	2	19	0	0	0	21	2	6	0	29	0	0	289	20
ENSMUSG00000064121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000092591	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	1	0	6	0	2	3	5
ENSMUSG00000092340	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1
