GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24
ENSMUSG00000045515	0	0	0	151	1	0	124	0	0	0	0	3	0	0	50	0	0	283	0	0	0	0	0	15
ENSMUSG00000060679	23	49	27	80	105	158	51	14	49	7	105	88	107	10	61	89	203	115	10	47	27	183	125	198
ENSMUSG00000077448	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079587	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0
ENSMUSG00000041907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000089088	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070939	25	34	31	72	39	10	23	11	31	5	62	64	64	8	29	57	18	45	13	48	3	46	116	144
ENSMUSG00000041878	0	10	0	1	0	0	0	0	0	0	1	5	5	0	0	0	0	1	1	0	1	7	4	8
ENSMUSG00000010290	54	68	34	340	217	159	45	13	54	23	122	271	443	6	271	286	246	159	19	72	64	274	439	956
ENSMUSG00000008136	3	0	1	113	97	2738	23	1	22	0	83	15	26	0	84	132	4608	84	1	41	3	743	19	80
ENSMUSG00000066877	0	6	1	25	120	7	10	1	13	4	27	35	61	0	28	199	19	25	0	21	6	39	44	127
ENSMUSG00000026051	0	0	0	21	1	9	3	0	0	0	0	36	0	0	15	3	4	3	0	2	0	6	3	2
ENSMUSG00000057363	23	29	18	157	161	24	103	14	36	4	97	104	148	3	97	189	61	205	6	46	13	224	199	146
ENSMUSG00000090243	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000041763	156	174	93	414	462	192	148	29	66	37	212	408	738	11	330	533	493	262	21	101	94	442	836	1336
ENSMUSG00000047343	0	0	0	0	0	0	1	0	0	13	0	4	39	0	0	1	0	2	0	0	43	9	1	99
ENSMUSG00000091844	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ENSMUSG00000026049	60	152	45	124	246	89	94	12	18	0	105	197	359	12	132	226	158	129	3	32	26	504	361	401
ENSMUSG00000026047	12	12	13	43	50	30	13	5	15	6	90	89	54	3	22	47	28	52	2	28	3	141	110	87
ENSMUSG00000041684	39	24	10	110	128	46	46	8	10	5	38	92	98	4	98	96	55	123	6	19	13	93	84	162
ENSMUSG00000026048	22	18	6	38	39	20	8	5	24	8	48	60	93	7	25	35	39	28	7	36	10	70	74	148
ENSMUSG00000046828	0	0	0	0	0	0	0	0	3	4	0	0	10	0	0	1	0	2	0	1	14	0	0	58
ENSMUSG00000078019	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000056870	2	17	3	39	213	39	61	7	23	0	43	1437	314	0	35	221	117	69	0	57	12	311	1258	452
ENSMUSG00000089877	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000026043	50	21	29	8	890	215	23	28	110	13	739	2092	1406	2	5	1163	329	100	15	321	47	1353	3764	1263
ENSMUSG00000026042	4	1	0	6	148	31	11	0	31	4	57	267	179	0	10	178	76	39	2	52	10	156	673	355
ENSMUSG00000065255	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000025995	31	35	18	129	58	23	26	14	25	8	100	155	187	1	77	64	58	70	7	28	18	118	230	473
ENSMUSG00000093391	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	7
ENSMUSG00000084817	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000091090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
ENSMUSG00000025993	1077	1138	645	93	2783	243	437	303	20	39	963	573	245	134	87	2543	397	917	279	45	126	881	966	360
ENSMUSG00000070896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000044457	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000041144	0	0	0	8	6	7	1	2	42	1	19	8	19	0	19	5	4	26	0	45	0	21	14	9
ENSMUSG00000025986	6	4	17	1142	114	56	50	6	24	2	124	152	1083	0	770	120	62	145	2	56	6	566	320	506
ENSMUSG00000051616	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	7
ENSMUSG00000026109	0	1	0	679	33	8	3	0	35	1	15	428	148	0	464	43	10	6	1	50	3	28	354	190
ENSMUSG00000092906	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000045954	202	217	107	132	828	893	325	34	1083	26	127	11269	986	15	102	1131	1664	523	21	1797	144	837	18629	2216
ENSMUSG00000026107	131	207	64	171	210	304	360	39	37	16	42	2175	476	5	114	145	388	652	12	125	53	175	1710	863
ENSMUSG00000018417	366	478	221	114	216	49	30	125	172	3	160	182	159	42	87	308	90	70	86	319	14	360	258	268
ENSMUSG00000062939	2	1	1	0	0	1	1	0	9	0	4	6	3	0	3	8	3	4	2	10	0	12	26	1
ENSMUSG00000078291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000026104	83	85	57	78	72	75	29	23	79	5	261	260	125	10	40	129	139	129	57	250	29	509	582	351
ENSMUSG00000026103	66	9	22	496	1403	115	562	7	65	14	167	889	1188	1	369	1272	226	1046	2	143	51	714	988	2205
ENSMUSG00000002881	208	202	182	136	1137	81	177	76	91	3	94	604	986	12	126	1112	94	247	21	163	18	561	596	1695
ENSMUSG00000043015	0	1	0	2	7	9	0	0	12	0	13	18	20	0	5	11	1	9	0	17	2	25	37	64
ENSMUSG00000041439	6	6	3	188	1006	34	21	5	71	2	11	49	349	3	132	1260	44	46	0	83	1	53	43	832
ENSMUSG00000026102	19	27	7	87	57	22	9	5	19	3	28	85	37	3	54	75	49	16	3	31	5	43	136	124
ENSMUSG00000041426	164	219	133	58	135	237	104	48	24	22	78	1156	288	24	60	107	452	260	50	50	41	145	1330	656
ENSMUSG00000089802	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043629	0	0	2	76	214	5	15	0	5	0	4	51	106	0	68	166	4	14	0	10	1	3	18	107
ENSMUSG00000026100	0	0	0	1	1	7	1	1	3	71	9	1	5428	0	3	7	2	0	0	0	199	8	0	5632
ENSMUSG00000060715	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
ENSMUSG00000026098	16	17	9	47	29	40	22	4	10	2	14	37	36	1	54	25	34	41	2	17	7	60	29	96
ENSMUSG00000026097	239	292	133	213	605	185	142	52	43	17	131	258	503	11	147	504	302	344	38	67	46	651	424	1254
ENSMUSG00000026096	74	39	60	75	106	185	51	20	24	24	44	172	209	9	62	111	402	144	21	43	68	111	165	396
ENSMUSG00000026095	103	112	62	119	182	253	107	31	49	81	91	301	712	13	102	157	635	151	30	71	147	214	563	1537
ENSMUSG00000092657	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000026094	38	79	17	279	2941	102	68	14	103	10	216	1229	758	5	230	3081	259	227	6	298	33	847	1274	949
ENSMUSG00000042807	12	6	7	252	7	28	29	3	29	0	3	48	95	1	169	32	35	67	2	46	5	57	86	95
ENSMUSG00000025983	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	1	6	1
ENSMUSG00000041303	30	42	20	181	54	29	62	8	10	6	60	158	87	0	115	118	88	63	13	33	10	162	255	287
ENSMUSG00000073678	30	5	13	122	250	6	31	3	8	0	10	74	270	2	70	248	18	106	2	10	0	27	112	528
ENSMUSG00000070889	4	8	18	50	46	2	11	1	1	0	7	23	68	3	19	57	2	45	5	3	4	26	17	100
ENSMUSG00000052331	20	35	14	58	221	39	56	4	117	4	34	319	274	1	22	280	52	123	1	171	8	77	566	305
ENSMUSG00000025982	339	326	187	1037	2680	378	409	133	359	74	596	1507	2393	41	758	2868	629	829	81	522	151	1562	1695	4215
ENSMUSG00000025981	59	132	68	393	944	213	224	43	82	13	151	391	471	18	193	1029	330	328	13	82	21	761	438	386
ENSMUSG00000025980	425	350	268	314	309	331	346	109	79	62	760	446	492	61	183	318	768	755	144	113	118	1037	676	817
ENSMUSG00000073676	714	873	241	567	970	578	624	170	74	22	489	830	995	61	248	807	1284	990	94	122	74	1517	1107	1813
ENSMUSG00000089670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000025979	526	547	288	1919	2018	521	580	91	203	73	617	1373	2184	37	1353	2363	915	1306	56	289	247	2426	1798	3605
ENSMUSG00000061863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000025978	0	1	1	88	14	12	4	0	19	1	31	17	23	1	80	18	19	6	2	32	1	49	17	25
ENSMUSG00000073675	0	0	0	10	11	1	2	0	1	0	0	2	1	0	8	1	0	2	0	3	0	7	1	0
ENSMUSG00000046994	24	7	7	53	56	31	32	4	20	5	20	31	58	2	56	60	52	43	1	12	5	46	48	111
ENSMUSG00000025977	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	5	0	0	0	1	0	4	0	0
ENSMUSG00000089944	2	0	1	11	1	12	4	0	14	0	40	32	27	0	17	8	18	6	1	18	5	39	40	37
ENSMUSG00000038349	1	0	0	29	4	5	6	0	1	1	8	5	11	0	13	3	2	5	0	5	0	13	14	5
ENSMUSG00000073674	0	0	0	1	2	1	1	0	1	0	6	3	1	0	0	1	1	1	0	0	0	3	7	2
ENSMUSG00000045336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000038331	0	0	0	66	808	1	42	0	1	1	0	6	27	0	41	736	1	73	1	0	0	2	6	13
ENSMUSG00000087022	0	0	0	50	67	0	28	0	0	0	0	0	0	0	15	65	0	21	0	1	0	5	0	0
ENSMUSG00000084958	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0
ENSMUSG00000038323	372	609	198	539	224	66	69	62	15	2	57	180	292	14	539	232	65	177	38	44	11	181	188	259
ENSMUSG00000048495	65	29	15	105	69	16	22	6	8	3	51	110	74	6	78	84	64	66	8	26	6	102	185	79
ENSMUSG00000025971	68	87	30	126	174	48	62	10	18	9	50	149	196	6	98	117	159	105	14	22	27	144	178	283
ENSMUSG00000038305	2	2	3	41	111	6	13	0	21	0	26	80	21	1	26	142	19	48	0	17	2	44	46	68
ENSMUSG00000054770	20	25	5	27	15	11	7	1	12	4	34	87	41	3	30	28	15	23	2	34	4	66	99	143
ENSMUSG00000026039	0	7	1	0	33	33	0	0	2	0	4	1	54	0	3	25	90	0	0	3	0	17	19	32
ENSMUSG00000063558	71	63	71	15	7	56	0	40	57	13	57	293	96	11	3	11	124	4	46	69	16	87	444	192
ENSMUSG00000064294	182	178	206	5	0	4	2	102	241	0	45	29	22	32	3	1	0	4	91	268	0	44	15	51
ENSMUSG00000038242	0	0	0	3	0	0	0	0	6	1	1	0	4	0	1	0	0	0	0	0	0	9	0	2
ENSMUSG00000079554	2	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	1	2
ENSMUSG00000051223	338	349	233	842	1492	224	399	113	189	37	1464	1014	1306	47	582	1565	514	821	105	310	88	1808	1504	2057
ENSMUSG00000026034	449	670	330	1346	2266	423	559	102	278	55	852	2868	2420	41	844	2555	986	1280	78	473	137	2868	3288	6412
ENSMUSG00000026035	64	38	24	115	105	35	58	16	32	2	102	237	215	3	92	119	88	99	12	51	14	140	291	389
ENSMUSG00000026036	20	14	20	52	44	24	14	13	22	7	69	46	54	3	41	42	31	29	10	40	6	94	68	77
ENSMUSG00000026037	25	11	5	228	136	36	60	9	29	2	79	300	184	5	145	68	54	132	1	39	34	164	357	377
ENSMUSG00000064701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000085054	0	0	0	2	10	0	0	3	0	0	1	2	7	0	0	0	0	1	0	0	0	5	4	3
ENSMUSG00000038174	216	345	207	1597	564	96	308	48	73	8	147	1472	777	19	1200	720	199	803	30	175	30	436	1597	1254
ENSMUSG00000026032	110	99	51	266	263	467	148	42	131	66	168	508	534	28	156	288	1017	330	53	153	114	264	769	1241
ENSMUSG00000059647	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1
ENSMUSG00000047528	0	1	0	0	4	0	0	0	0	0	0	34	0	0	0	8	0	8	0	1	0	0	49	13
ENSMUSG00000026031	269	253	166	83	389	102	285	87	146	12	203	784	391	34	73	551	196	657	62	227	31	503	819	653
ENSMUSG00000026029	47	74	50	0	332	18	54	23	48	0	99	204	87	11	2	397	25	156	35	99	2	219	355	223
ENSMUSG00000026028	22	22	20	244	83	182	101	7	49	13	72	120	145	3	138	140	300	236	5	72	49	77	155	304
ENSMUSG00000026027	95	95	96	168	243	172	112	29	29	65	74	223	420	24	117	241	392	241	51	49	189	159	309	792
ENSMUSG00000047383	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6
ENSMUSG00000072295	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038079	5	20	4	80	42	11	34	2	29	0	40	74	53	2	41	12	10	54	2	27	1	81	59	91
ENSMUSG00000079550	0	0	0	2	0	0	0	0	2	0	2	11	18	0	6	1	2	5	0	2	0	3	14	35
ENSMUSG00000026024	83	55	61	77	23	16	23	38	10	7	29	28	30	11	49	7	19	36	37	12	28	32	46	83
ENSMUSG00000026023	2	2	0	0	0	1	1	1	1	0	2	8	17	0	4	3	4	1	0	1	2	2	2	38
ENSMUSG00000041075	20	31	20	50	136	6	37	5	18	13	40	55	551	7	20	89	26	64	10	26	42	81	68	730
ENSMUSG00000092149	1	3	1	0	1	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	7	1	10
ENSMUSG00000047361	0	0	0	13	0	0	1	0	13	1	0	0	22	0	5	0	0	1	0	24	1	2	0	39
ENSMUSG00000026021	151	123	73	920	903	240	247	40	179	67	521	746	1048	10	500	972	558	574	51	314	94	1090	1076	3119
ENSMUSG00000026020	61	34	20	262	227	57	34	16	49	4	170	154	413	5	104	214	96	93	8	67	23	310	231	616
ENSMUSG00000077345	0	0	6	0	0	0	1	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0
ENSMUSG00000089512	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	10
ENSMUSG00000089093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSMUSG00000067336	3	2	2	37	48	11	12	1	20	7	52	35	76	2	26	25	12	37	1	25	9	62	52	64
ENSMUSG00000041040	24	32	16	252	397	23	51	1	36	1	25	145	162	1	167	325	34	75	4	62	2	107	209	322
ENSMUSG00000026018	0	0	0	48	2	1	0	0	0	0	1	20	16	0	45	8	0	0	0	3	0	2	0	12
ENSMUSG00000026019	26	58	18	94	27	48	32	16	23	10	73	66	136	8	88	30	48	60	17	9	29	93	95	145
ENSMUSG00000026017	1	1	1	12	18	6	1	0	3	0	3	16	21	1	7	11	7	10	0	2	0	16	10	34
ENSMUSG00000082609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000073664	219	148	112	154	1297	325	227	27	152	16	100	1170	947	16	119	1672	537	628	21	192	61	463	1161	1300
ENSMUSG00000049439	25	30	29	21	102	39	36	17	42	3	68	131	43	2	18	84	76	94	16	63	17	126	171	74
ENSMUSG00000026782	24	11	17	1209	200	79	103	8	59	4	104	366	206	2	916	196	80	269	4	73	10	477	299	297
ENSMUSG00000026014	41	34	22	18	72	39	16	9	14	3	12	45	22	2	10	75	72	19	17	32	5	26	75	63
ENSMUSG00000081562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000082209	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000026012	0	10	0	2	11	15	3	3	5	1	12	44	10	0	0	51	43	10	1	28	12	16	78	34
ENSMUSG00000085965	0	0	0	0	0	3	0	0	3	2	0	0	6	0	0	0	3	0	0	0	3	0	0	9
ENSMUSG00000083118	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083355	1	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	1	0	21
ENSMUSG00000026011	0	0	0	0	1	4	0	0	0	0	0	4	10	0	0	0	9	0	0	9	0	1	8	11
ENSMUSG00000081382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000080800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000026009	1	2	1	0	0	1	1	0	3	0	5	8	0	0	0	0	0	6	0	21	0	16	29	17
ENSMUSG00000082661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3
ENSMUSG00000085447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000052062	2	2	2	3	61	20	10	1	16	1	20	34	59	0	5	96	38	23	1	23	2	30	33	100
ENSMUSG00000085842	1	0	0	0	8	0	1	0	1	0	1	0	4	0	0	10	1	0	0	1	1	0	1	7
ENSMUSG00000085019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2
ENSMUSG00000085400	11	3	2	0	2	0	0	4	1	0	0	0	2	0	0	1	0	1	1	0	0	2	0	0
ENSMUSG00000084333	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025969	41	43	35	40	186	26	18	20	31	7	110	80	139	4	22	292	35	71	22	71	6	152	165	119
ENSMUSG00000040865	25	42	23	91	290	26	47	9	52	8	27	113	209	2	48	322	41	98	7	50	9	114	108	606
ENSMUSG00000081617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000081429	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000084799	0	0	0	1	2	0	0	0	0	0	0	4	6	0	4	2	2	2	0	0	1	0	2	9
ENSMUSG00000025968	251	320	225	726	1201	1755	469	114	149	286	320	839	1213	58	486	1232	2939	1167	99	210	585	492	915	2492
ENSMUSG00000025967	159	177	109	351	1357	257	181	80	335	52	526	575	1576	42	215	1694	485	390	67	318	102	620	730	3634
ENSMUSG00000064612	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000064602	2	1	0	0	13	1	0	0	1	0	0	1	0	0	0	2	0	1	0	1	0	0	1	17
ENSMUSG00000046856	0	0	0	5	0	1	0	0	0	0	0	26	42	0	0	0	10	0	0	0	0	3	36	34
ENSMUSG00000092874	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000027520	0	0	0	87	3	0	0	0	2	0	0	1	6	0	41	1	0	0	0	1	0	0	0	4
ENSMUSG00000065946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1
ENSMUSG00000081643	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000025964	19	49	16	421	9	1	0	5	8	0	9	60	39	0	214	50	5	0	3	13	0	6	186	114
ENSMUSG00000069085	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025963	0	0	0	3	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	19	0	0	1	0
ENSMUSG00000025962	24	39	39	126	100	108	79	15	14	15	85	105	153	8	60	91	204	159	14	39	45	110	106	290
ENSMUSG00000025961	0	0	0	4	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0
ENSMUSG00000082373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000044689	0	0	0	0	1	0	1	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3
ENSMUSG00000025959	4	5	5	70	36	26	6	1	73	5	55	85	68	1	48	68	37	27	3	69	4	123	78	107
ENSMUSG00000025958	115	120	43	470	727	117	100	26	96	12	164	402	778	4	356	611	224	287	13	97	32	502	559	1153
ENSMUSG00000025956	35	37	11	53	49	23	16	3	22	8	38	127	123	2	42	53	58	37	10	35	13	117	173	243
ENSMUSG00000087213	0	0	0	0	4	0	0	0	2	0	4	4	7	0	10	3	2	0	0	1	0	10	13	1
ENSMUSG00000070871	3	3	1	11	93	3	2	0	12	3	3	39	47	0	8	40	9	11	1	13	1	22	29	36
ENSMUSG00000045005	2	4	3	5	121	3	3	1	19	0	15	5	20	2	4	161	0	20	2	17	4	16	47	23
ENSMUSG00000051344	8	1	4	79	28	19	4	1	39	5	25	76	107	0	85	27	33	27	1	55	13	68	178	160
ENSMUSG00000084416	0	1	2	1	12	0	0	0	0	0	2	5	10	0	0	16	3	1	0	1	0	5	5	14
ENSMUSG00000025955	0	0	0	2	3	1	0	1	0	0	9334	72	11	2	0	1	0	0	0	5	0	8978	6	51
ENSMUSG00000090042	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	18	0	0
ENSMUSG00000070870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000073658	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000044816	0	1	0	9	7	0	83	0	2	0	41	0	6	0	7	15	1	125	0	0	0	169	2	1
ENSMUSG00000025950	1836	1821	1199	294	1805	317	1639	641	260	9	5833	2394	1293	263	242	2059	595	3208	546	377	46	19731	3120	1851
ENSMUSG00000025949	22	15	13	56	69	10	18	2	11	2	29	121	90	0	18	81	9	57	4	17	1	67	172	239
ENSMUSG00000025946	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	4
ENSMUSG00000082774	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000015222	12	9	1	3317	64	18	37	1	13	1	11	12	451	0	2336	111	33	94	0	10	2	47	28	921
ENSMUSG00000073656	1	0	0	33	0	0	5	0	0	0	0	0	9	0	26	0	2	1	0	4	0	3	1	97
ENSMUSG00000055567	2	0	0	857	21	0	0	0	2	0	0	0	8	0	524	24	1	1	0	0	0	1	5	12
ENSMUSG00000026005	239	269	97	222	456	52	159	45	59	12	199	1052	295	21	236	475	138	412	25	117	21	451	1336	454
ENSMUSG00000026004	67	32	24	56	172	26	96	9	24	7	36	151	352	2	42	130	119	179	7	38	15	126	204	486
ENSMUSG00000082057	2	0	0	0	1	0	0	0	0	0	0	9	2	0	0	20	0	0	0	2	1	5	0	19
ENSMUSG00000026003	722	1115	746	193	1273	3444	964	344	315	243	498	1180	1701	203	157	1564	5195	2145	364	634	543	1372	2313	3017
ENSMUSG00000082769	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000077328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000061816	2	3	2	4	20	184	0	4	295	4496	395	334	24034	5	3	22	542	0	0	31	11044	785	351	52683
ENSMUSG00000059999	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026000	22	27	12	446	43	51	20	23	57	22	111	134	201	8	326	83	81	84	16	68	55	179	179	408
ENSMUSG00000025991	10333	10302	3898	1	32	0	3	3293	0	0	1	9	25	812	0	15	3	2	958	0	0	7	165	4
ENSMUSG00000086204	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062209	3	1	6	255	0	27	82	3	4	0	0	0	17	1	153	1	32	159	1	2	0	0	10	18
ENSMUSG00000087514	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025997	1	4	1	22	33	31	25	0	18	19	14	90	549	1	13	34	38	56	0	30	35	65	69	1897
ENSMUSG00000053153	0	0	0	13	0	1	0	0	52	0	0	0	1	0	7	0	0	0	0	61	1	0	1	1
ENSMUSG00000089345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000045648	0	0	0	49	0	0	0	0	0	0	0	0	0	0	44	1	0	0	0	0	0	0	0	0
ENSMUSG00000026196	2	0	0	1	0	1	0	0	1	0	3	1	11	0	3	0	0	5	0	10	0	4	8	15
ENSMUSG00000050296	0	0	0	0	5	7	0	0	18	0	0	0	136	0	1	11	8	0	0	0	0	0	0	343
ENSMUSG00000026192	32	26	20	42	80	38	11	6	25	6	91	130	143	4	48	101	45	64	8	57	26	106	156	189
ENSMUSG00000026193	1123	1057	1142	47	338	29	25	561	146	10	117	816	622	259	45	649	58	52	646	380	29	150	445	325
ENSMUSG00000073652	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	2	0	0	0	0	0	0	0	1
ENSMUSG00000060125	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039395	432	665	317	52	13	186	11	109	33	45	28	32	880	51	79	8	166	24	104	27	98	45	50	1972
ENSMUSG00000075752	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3
ENSMUSG00000085769	13	4	4	8	2	4	0	9	4	0	4	12	6	0	9	3	4	6	2	4	0	6	13	14
ENSMUSG00000093247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000093111	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3
ENSMUSG00000093333	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	1	1	0	0	0	1	5
ENSMUSG00000026189	431	422	424	14	10	29	165	225	13	16	61	85	77	124	9	13	34	515	266	17	42	75	137	132
ENSMUSG00000026188	1	2	0	84	7	0	9	0	0	0	0	0	0	0	46	2	1	36	1	0	0	0	0	0
ENSMUSG00000026187	43	29	27	62	43	57	66	8	26	19	74	74	109	6	35	51	69	125	15	53	47	74	57	200
ENSMUSG00000039372	0	0	0	16	0	2	0	0	13	1	0	0	3	0	11	0	0	0	0	10	1	2	1	10
ENSMUSG00000085812	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
